,id,Tanggal_Order,Waktu_Pesan,Nama_Pemesan,No_Resi,Produk,Kategori,Jumlah_Pesanan,Harga,Diskon,Total_Harga,Profit,Kota_Pengiriman - Media Pemesanan,Admin_Proses,Ekspedisi,Rating
788,789,2018/01/22,13:36:51,Benjy Easen,52427-272,Parka Jackets,,5.0,,31.0,,,Jakarta - Shopee,Elon,POS Indonesia,1.0
789,790,2018/01/22,14:57:20,Lulita Roycroft,58228-0102,Topi,,13.0,,,,,Tangerang - Whatsapp,Rizal,JNT,2.0
790,791,2018/01/26,22:56:36,Bryan Tenant,17478-604,T-Shirt,,,,25.0,,,Bali - Tiktok,Wanokuni,,4.0
791,792,2018/01/02,12:13:48,Dorothy McAlarney,68210-0101,Topi,,11.0,,16.0,,,,Elon,POS Indonesia,1.0
792,793,2018/01/15,21:24:12,Curt Palfreman,49884-461,T-Shirt,,17.0,,,,,Tangerang - FB Marketplace,Elon,POS Indonesia,3.0
793,794,2018/01/24,21:29:45,Arch Giorgielli,52125-744,Parka Jackets,,15.0,,,,,Bogor - FB Marketplace,Nami,POS Indonesia,5.0
794,795,2018/01/25,15:04:40,Rubi Server,68788-9085,Topi,,13.0,,,,,Yogyakarta - Whatsapp,Wanokuni,SiCepat,5.0
795,796,2018/01/19,0:46:16,Dare Huguenet,53208-534,Parka Jackets,,12.0,,,,,Bogor - Whatsapp,Jeff,Wahana,1.0
796,797,2018/01/22,22:20:20,Lucio Favell,54868-6141,Cargo Pants,,17.0,,,,,Depok - Tokopedia,Abraham,SiCepat,4.0
797,798,2018/01/02,17:11:41,Betsey Slatford,59228-102,Oversized T-Shirt,,17.0,,11.0,,,Tangerang - Tiktok,Nami,Wahana,5.0
798,799,2018/01/17,3:27:35,Corrie Bugler,62034-015,Cargo Pants,,16.0,,,,,,Nami,Tiki,4.0
799,800,2018/01/23,13:11:38,Benoite Tolliday,57624-601,Oversized T-Shirt,,22.0,,,,,Yogyakarta - Tiktok,Abraham,,3.0
800,801,2018/01/05,19:04:12,Ebonee Nelane,37808-267,Oversized T-Shirt,,20.0,,,,,Yogyakarta - Tiktok,Jeff,SiCepat,1.0
801,802,2018/01/13,3:56:58,Dilly Cleiment,58232-4035,Mug,,8.0,,,,,Depok - Tokopedia,Nami,Shopee Express,5.0
802,803,2018/01/12,9:04:28,Steve Clack,0642-0075,Mug,,6.0,,9.0,,,,Mark,Wahana,4.0
803,804,2018/01/15,15:50:21,Joshua Crosland,0904-7725,Sweater,,3.0,,21.0,,,Jakarta - Whatsapp,Nami,JNT,
804,805,2018/01/08,1:44:13,Helenelizabeth Brewster,54569-0826,Sweater,,22.0,,,,,Jakarta - Shopee,Rizal,Shopee Express,2.0
805,806,2018/01/16,15:39:56,Eleonora Moreside,64406-922,Cargo Pants,,13.0,,33.0,,,Bogor - Shopee,Abraham,Tiki,1.0
806,807,2018/01/28,9:44:20,Salomo McKean,50436-4841,T-Shirt,,,,,,,Bali - Shopee,Mark,Shopee Express,
807,808,2018/01/27,14:25:16,Betsey Slatford,61715-088,T-Shirt,,1.0,,5.0,,,Semarang - Whatsapp,Rizal,Tiki,3.0
808,809,2018/01/10,0:09:20,Timmie McCloch,0536-5700,Oversized T-Shirt,,25.0,,,,,Tangerang - Tokopedia,Mark,Shopee Express,5.0
809,810,2018/01/12,23:28:53,Salomone Fayre,46994-500,,,18.0,,,,,Depok - Website,Mark,JNE,4.0
810,811,2018/01/24,3:21:20,Lily Mc Grath,36987-2791,,,21.0,,,,,Depok - Instagram,Elon,,4.0
811,812,2018/01/25,7:37:18,Margarethe Cornick,0008-0836,T-Shirt,,9.0,,,,,Yogyakarta - Tiktok,Elon,Tiki,3.0
812,813,2018/01/18,15:42:04,Laughton Cleaton,67919-020,Cargo Pants,,23.0,,11.0,,,Bali - Website,Abraham,Shopee Express,3.0
813,814,2018/01/23,15:23:37,Fianna Kilmartin,68703-030,T-Shirt,,16.0,,24.0,,,Semarang - Website,Wanokuni,JNT,3.0
814,815,2018/01/04,6:24:49,June Kidstoun,49643-402,Oversized T-Shirt,,24.0,,21.0,,,Bali - Tokopedia,Elon,JNT,5.0
815,816,2018/01/07,7:00:53,Alfie Billin,10812-526,T-Shirt,,9.0,,,,,Bogor - Tokopedia,Abraham,Wahana,
816,817,2018/01/21,6:47:09,Rasia Stooke,59115-100,Oversized T-Shirt,,11.0,,19.0,,,Tangerang - Website,Wanokuni,JNE,1.0
817,818,2018/01/18,11:34:19,Lulita Roycroft,45802-721,T-Shirt,,22.0,,23.0,,,Tangerang - Website,Jeff,SiCepat,1.0
818,819,2018/01/12,15:10:34,Humfrey Boreland,13537-263,Parka Jackets,,24.0,,19.0,,,Depok - Shopee,Nami,JNT,3.0
819,820,2018/01/13,4:39:21,Christian Dulinty,60505-0016,Sweater,,12.0,,,,,Bali - Tokopedia,Wanokuni,Wahana,2.0
820,821,2018/01/25,19:58:07,Ari Heditch,64942-1140,Mug,,21.0,,,,,Depok - Website,Nami,POS Indonesia,1.0
821,822,2018/01/19,7:44:57,Pamella Adshed,36987-3317,Sweater,,,,23.0,,,Bali - FB Marketplace,Wanokuni,POS Indonesia,4.0
822,823,2018/01/13,15:27:17,Tabitha Truin,0374-5050,Parka Jackets,,25.0,,,,,Bogor - Whatsapp,Jeff,JNE,3.0
823,824,2018/01/15,18:00:45,Emanuele Chicchelli,75981-370,Topi,,11.0,,,,,Jakarta - Lazada,Jeff,Tiki,2.0
824,825,2018/01/26,10:22:15,Illa Tremble,55111-341,,,7.0,,8.0,,,Tangerang - Shopee,Wanokuni,JNT,
825,826,2018/01/18,14:15:01,Moira Duckit,16729-276,Parka Jackets,,16.0,,,,,Yogyakarta - Tokopedia,Abraham,Tiki,3.0
826,827,2018/01/01,4:16:46,Travus Rodbourne,49897-159,Parka Jackets,,23.0,,,,,Tangerang - Whatsapp,Elon,,4.0
827,828,2018/01/29,11:09:51,Delly Reckless,49035-376,Oversized T-Shirt,,5.0,,,,,Jakarta - Whatsapp,Abraham,Tiki,4.0
828,829,2018/01/06,13:23:47,Wallie Lorrain,68703-103,Sweater,,,,,,,Semarang - FB Marketplace,Abraham,JNT,2.0
829,830,2018/01/01,3:08:34,Anthiathia Seppey,55111-112,T-Shirt,,7.0,,15.0,,,Jakarta - Instagram,Elon,JNT,4.0
830,831,2018/01/10,2:38:40,Malissa Wigley,68703-026,Oversized T-Shirt,,23.0,,,,,,Mark,JNT,1.0
831,832,2018/01/12,11:42:12,Shane Woolacott,68462-347,T-Shirt,,,,,,,Bogor - Tiktok,Elon,Wahana,
832,833,2018/01/25,20:17:29,Wallie Moreland,67544-070,Cargo Pants,,19.0,,12.0,,,Bandung - FB Marketplace,Mark,POS Indonesia,4.0
833,834,2018/01/06,5:47:52,Norby McGairl,51009-153,T-Shirt,,10.0,,22.0,,,Jakarta - FB Marketplace,Rizal,JNE,
834,835,2018/01/28,6:42:10,Giraldo Fullylove,0179-0103,Oversized T-Shirt,,21.0,,23.0,,,Tangerang - Tokopedia,Jeff,JNE,1.0
835,836,2018/01/27,13:06:41,Elliot felip,68220-066,Cargo Pants,,9.0,,,,,Yogyakarta - Website,Wanokuni,Tiki,3.0
836,837,2018/01/14,13:58:53,Alonso Atherley,0268-0956,Oversized T-Shirt,,18.0,,,,,Bandung - Website,Mark,SiCepat,5.0
837,838,2018/01/13,8:13:10,Charmine Mindenhall,41163-090,Cargo Pants,,14.0,,26.0,,,Yogyakarta - Whatsapp,Elon,JNE,2.0
838,839,2018/01/19,22:53:19,Stacy Catford,43378-121,T-Shirt,,7.0,,,,,Yogyakarta - Lazada,Elon,Tiki,2.0
839,840,2018/01/16,0:59:09,Daveen Gillie,50114-7041,Oversized T-Shirt,,25.0,,,,,Bali - Tiktok,Wanokuni,JNT,3.0
840,841,2018/01/26,6:43:27,Karla Nissle,60637-004,Oversized T-Shirt,,11.0,,27.0,,,Semarang - Instagram,Mark,POS Indonesia,1.0
841,842,2018/01/20,6:07:35,Vikky Purdie,65044-1791,Oversized T-Shirt,,14.0,,,,,Bali - Tokopedia,Elon,Tiki,4.0
842,843,2018/01/30,1:38:48,Teodoor Thorington,0363-4002,T-Shirt,,,,5.0,,,Tangerang - Lazada,Abraham,Shopee Express,4.0
843,844,2018/01/23,6:18:19,Drud Order,36987-3097,Mug,,3.0,,,,,Bandung - Tokopedia,Elon,SiCepat,1.0
844,845,2018/01/16,4:29:20,Erwin Morratt,66758-051,Oversized T-Shirt,,19.0,,10.0,,,Depok - Whatsapp,Elon,JNT,4.0
845,846,2018/01/11,9:59:34,Donavon Didball,0641-6047,T-Shirt,,3.0,,26.0,,,Yogyakarta - Tiktok,Elon,POS Indonesia,2.0
846,847,2018/01/01,17:29:43,Olenolin Nagle,21695-121,Oversized T-Shirt,,20.0,,17.0,,,Bandung - Website,Rizal,Tiki,4.0
847,848,2018/01/10,4:02:03,Olenolin Nagle,55714-4612,Parka Jackets,,13.0,,19.0,,,Semarang - Tokopedia,Wanokuni,JNT,3.0
848,849,2018/01/29,14:28:07,Grenville Peplow,0143-9684,Oversized T-Shirt,,14.0,,,,,Jakarta - Website,Rizal,JNE,
849,850,2018/01/28,3:01:46,Evanne Godsafe,55111-169,Topi,,22.0,,14.0,,,,Jeff,JNT,3.0
850,851,2018/01/01,11:50:13,Ellie Klimt,11673-580,Topi,,8.0,,17.0,,,Bandung - Instagram,Abraham,JNT,1.0
851,852,2018/01/06,6:44:05,Siobhan Boyet,0093-0293,Oversized T-Shirt,,4.0,,,,,Jakarta - Instagram,Jeff,POS Indonesia,5.0
852,853,2018/01/16,19:44:26,Gabie Grummitt,45865-426,Cargo Pants,,4.0,,31.0,,,Bali - Tokopedia,Wanokuni,POS Indonesia,2.0
853,854,2018/01/04,17:13:20,Eddie Stannion,36987-1241,T-Shirt,,9.0,,35.0,,,Bali - FB Marketplace,Abraham,SiCepat,4.0
854,855,2018/01/07,10:50:05,Tammi Leivers,0641-6141,Oversized T-Shirt,,21.0,,,,,Depok - Tiktok,Mark,Shopee Express,
855,856,2018/01/06,10:40:01,Wylie Forton,13668-019,Oversized T-Shirt,,3.0,,,,,Bali - Instagram,Mark,SiCepat,1.0
856,857,2018/01/09,15:16:30,Hayes Skamell,65954-047,,,13.0,,,,,Yogyakarta - Tokopedia,Mark,Wahana,2.0
857,858,2018/01/01,6:47:24,Tobe Tarn,15127-933,,,9.0,,,,,Depok - Whatsapp,Mark,Tiki,
858,859,2018/01/10,5:44:35,Marius Abrey,49349-561,Oversized T-Shirt,,15.0,,14.0,,,Depok - Instagram,Rizal,JNE,4.0
859,860,2018/01/06,3:19:50,Hollie Chitson,57297-206,T-Shirt,,23.0,,7.0,,,Semarang - Tokopedia,Wanokuni,Wahana,3.0
860,861,2018/01/26,18:46:02,Tess Heads,67938-2021,T-Shirt,,16.0,,12.0,,,Tangerang - Tokopedia,Jeff,SiCepat,5.0
861,862,2018/01/12,8:29:33,Gabie Grummitt,36987-3028,Mug,,23.0,,30.0,,,Bali - Instagram,Elon,POS Indonesia,5.0
862,863,2018/01/30,15:19:01,Dougy Mathissen,50383-269,Parka Jackets,,25.0,,,,,Bandung - Tiktok,Jeff,POS Indonesia,2.0
863,864,2018/01/13,23:30:47,Fraser Marl,35356-970,T-Shirt,,6.0,,28.0,,,Semarang - Lazada,Rizal,JNE,
864,865,2018/01/17,2:33:50,Elroy Cronshaw,0056-0174,Cargo Pants,,6.0,,15.0,,,Bali - Whatsapp,Abraham,POS Indonesia,4.0
865,866,2018/01/28,13:49:41,Mildrid Edgcombe,41250-130,T-Shirt,,2.0,,,,,Bogor - FB Marketplace,Mark,Wahana,2.0
866,867,2018/01/17,20:14:49,Bailie Garatty,68382-520,T-Shirt,,5.0,,,,,Bogor - Tiktok,Wanokuni,JNE,4.0
867,868,2018/01/05,0:49:58,Joscelin Rosenshine,68180-115,Oversized T-Shirt,,6.0,,24.0,,,Bali - Whatsapp,Abraham,POS Indonesia,4.0
868,869,2018/01/23,23:17:17,Bren Corkel,57520-0645,Oversized T-Shirt,,22.0,,11.0,,,,Jeff,Shopee Express,3.0
869,870,2018/01/29,18:47:22,Ame Santoro,49348-246,T-Shirt,,8.0,,21.0,,,Depok - Lazada,Wanokuni,POS Indonesia,1.0
870,871,2018/01/16,2:54:30,Mommy Tuite,49349-029,Oversized T-Shirt,,,,,,,,Mark,POS Indonesia,1.0
871,872,2018/01/16,1:53:15,Wiley Ingree,0591-3206,,,19.0,,29.0,,,Depok - Tiktok,Wanokuni,POS Indonesia,2.0
872,873,2018/01/08,4:08:32,Ailey Wallbutton,48951-3060,T-Shirt,,13.0,,,,,Bogor - Website,Rizal,JNE,2.0
873,874,2018/01/11,2:28:27,Pietrek Melan,59667-0089,Topi,,13.0,,25.0,,,Yogyakarta - Lazada,Mark,JNT,
874,875,2018/01/05,23:43:59,Tyrus Dunbleton,0002-4117,Oversized T-Shirt,,21.0,,,,,Bandung - Whatsapp,Jeff,Wahana,2.0
875,876,2018/01/11,17:31:35,Milo Taffarello,11489-078,Oversized T-Shirt,,7.0,,7.0,,,Yogyakarta - Lazada,Jeff,JNT,1.0
876,877,2018/01/13,10:14:45,Zondra Dowsett,55154-1398,T-Shirt,,20.0,,,,,Depok - Shopee,Rizal,Tiki,1.0
877,878,2018/01/18,21:44:44,Sven Featherstonhaugh,57237-095,T-Shirt,,6.0,,23.0,,,Bali - Instagram,Nami,POS Indonesia,4.0
878,879,2018/01/26,7:56:29,Alfi Spellard,53185-001,Oversized T-Shirt,,9.0,,,,,,Nami,Tiki,3.0
879,880,2018/01/01,0:41:45,Sue Readitt,55154-3941,Oversized T-Shirt,,10.0,,,,,Depok - Whatsapp,Abraham,Shopee Express,1.0
880,881,2018/01/10,21:17:45,Birch Froment,0268-1234,Parka Jackets,,1.0,,6.0,,,,Jeff,POS Indonesia,1.0
881,882,2018/01/17,12:08:57,Aileen Jeannon,63824-468,T-Shirt,,,,,,,Tangerang - Instagram,Rizal,SiCepat,2.0
882,883,2018/01/17,1:58:26,Thayne Haith,46084-091,T-Shirt,,6.0,,14.0,,,Bogor - Website,Rizal,SiCepat,1.0
883,884,2018/01/19,8:37:25,Marylynne Oguz,36987-3300,Sweater,,15.0,,,,,Depok - FB Marketplace,Wanokuni,JNE,5.0
884,885,2018/01/16,10:24:56,Berkley Howick,0115-9611,T-Shirt,,16.0,,,,,Semarang - Lazada,Wanokuni,JNT,2.0
885,886,2018/01/28,12:45:12,Dick Clutheram,64980-170,Parka Jackets,,23.0,,,,,Semarang - Shopee,Abraham,Tiki,3.0
886,887,2018/01/26,11:52:31,Bonny Caro,11559-720,Oversized T-Shirt,,16.0,,,,,,Nami,SiCepat,3.0
887,888,2018/01/09,16:42:10,Gus Noah,16590-267,T-Shirt,,20.0,,,,,Bandung - Lazada,Jeff,Tiki,
888,889,2018/01/14,2:22:52,Patrizia Devas,0555-0882,Cargo Pants,,10.0,,28.0,,,Semarang - Tokopedia,Abraham,Shopee Express,2.0
889,890,2018/01/12,13:39:46,Conrade Vashchenko,70253-069,T-Shirt,,8.0,,14.0,,,Semarang - Whatsapp,Abraham,SiCepat,3.0
890,891,2018/01/03,14:35:49,Phylis Tatford,68382-140,T-Shirt,,,,8.0,,,Bogor - Instagram,Jeff,JNE,3.0
891,892,2018/01/12,14:31:17,Sig Elks,0591-5337,T-Shirt,,11.0,,6.0,,,Bandung - Website,Nami,JNE,1.0
892,893,2018/01/24,12:44:19,Benyamin Dericut,53104-0101,Parka Jackets,,3.0,,,,,Jakarta - FB Marketplace,Abraham,Wahana,5.0
893,894,2018/01/26,11:04:13,Tilly Siuda,65841-800,T-Shirt,,17.0,,16.0,,,Yogyakarta - Tiktok,Elon,Shopee Express,
894,895,2018/01/25,18:34:03,Ame Gillman,36987-3409,Topi,,19.0,,,,,Tangerang - Website,Wanokuni,Wahana,5.0
895,896,2018/01/20,4:38:11,Lexie Marple,36987-1578,T-Shirt,,9.0,,,,,Bandung - Lazada,Elon,JNT,
896,897,2018/01/15,15:43:01,Orelee Noot,42361-029,Cargo Pants,,3.0,,,,,Bali - Lazada,Wanokuni,Wahana,5.0
897,898,2018/01/06,13:30:10,Birgitta Jerrard,0003-0293,Parka Jackets,,14.0,,,,,Bali - Tokopedia,Jeff,POS Indonesia,3.0
898,899,2018/01/25,19:43:59,Merwyn Bessom,69152-0046,Oversized T-Shirt,,,,23.0,,,Bogor - Website,Mark,JNE,2.0
899,900,2018/01/07,9:05:11,Cassius Ramplee,49348-864,T-Shirt,,8.0,,,,,Bandung - FB Marketplace,Abraham,SiCepat,4.0
900,901,2018/01/12,22:30:24,Kania Mathelin,52410-6135,Parka Jackets,,15.0,,29.0,,,Bogor - Instagram,Abraham,Wahana,5.0
901,902,2018/01/26,10:30:06,Penni Filpo,0093-4068,Sweater,,21.0,,,,,Depok - Lazada,Rizal,JNE,4.0
902,903,2018/01/17,13:01:06,Herb Grigoliis,52685-368,T-Shirt,,25.0,,17.0,,,Depok - Instagram,Abraham,SiCepat,3.0
903,904,2018/01/30,8:33:01,Shanie Persian,0268-1532,Parka Jackets,,1.0,,7.0,,,,Nami,Wahana,1.0
904,905,2018/01/02,17:45:00,Birgitta Jerrard,43772-0010,T-Shirt,,13.0,,,,,Bali - Tiktok,Jeff,JNT,1.0
905,906,2018/01/23,9:29:00,Vonni Pavese,0904-6136,T-Shirt,,16.0,,,,,Semarang - Website,Wanokuni,SiCepat,4.0
906,907,2018/01/22,10:53:43,Dagny Samwaye,59779-726,Cargo Pants,,8.0,,15.0,,,Jakarta - Lazada,Wanokuni,JNE,4.0
907,908,2018/01/15,5:03:30,Burnaby Muslim,52125-505,T-Shirt,,5.0,,13.0,,,Tangerang - Instagram,Nami,Shopee Express,5.0
908,909,2018/01/08,7:17:41,Tova Corkel,49884-265,T-Shirt,,24.0,,,,,Tangerang - Whatsapp,Abraham,,5.0
909,910,2018/01/05,20:48:37,Giselle Yedy,0781-3409,Oversized T-Shirt,,20.0,,17.0,,,Bogor - Shopee,Rizal,Shopee Express,4.0
910,911,2018/01/08,1:18:14,Bobbee Stollenbeck,36800-461,T-Shirt,,6.0,,16.0,,,Jakarta - Lazada,Rizal,JNT,4.0
911,912,2018/01/14,2:18:43,Elmira Fullager,46672-036,T-Shirt,,17.0,,7.0,,,Bandung - Lazada,Mark,Tiki,4.0
912,913,2018/01/14,0:58:08,Daron Jugging,0781-1064,T-Shirt,,7.0,,21.0,,,Yogyakarta - Tokopedia,Nami,Tiki,5.0
913,914,2018/01/03,5:32:48,Gabbey Wallsworth,52125-088,Parka Jackets,,11.0,,,,,Bandung - Lazada,Nami,JNT,1.0
914,915,2018/01/04,14:28:56,Rafaelia Duignan,68151-1418,Sweater,,9.0,,,,,Tangerang - FB Marketplace,Rizal,Shopee Express,1.0
915,916,2018/01/08,5:27:42,Malissa Wigley,36800-153,T-Shirt,,12.0,,,,,,Abraham,Shopee Express,3.0
916,917,2018/01/03,7:38:59,Jacquette Crick,68084-057,Sweater,,25.0,,32.0,,,Yogyakarta - Tiktok,Abraham,JNT,4.0
917,918,2018/01/11,18:23:22,Nanci Greir,33261-817,Parka Jackets,,24.0,,,,,Jakarta - Tokopedia,Mark,,1.0
918,919,2018/01/18,10:13:32,Haskell Van Arsdale,58929-200,T-Shirt,,21.0,,11.0,,,Bogor - Instagram,Rizal,SiCepat,1.0
919,920,2018/01/21,15:11:11,Raphael Bednell,60681-1105,Oversized T-Shirt,,5.0,,,,,Bandung - Shopee,Abraham,JNT,4.0
920,921,2018/01/11,0:25:21,Haskell Van Arsdale,76237-302,Topi,,3.0,,21.0,,,Bali - Shopee,Rizal,Shopee Express,3.0
921,922,2018/01/18,10:31:36,Abdul Clorley,51991-317,T-Shirt,,19.0,,34.0,,,Depok - Lazada,Nami,Tiki,
922,923,2018/01/30,18:30:23,Athena Kloisner,50436-6050,T-Shirt,,1.0,,,,,Jakarta - Whatsapp,Nami,Wahana,2.0
923,924,2018/01/16,2:25:42,Derril Rodell,49643-304,T-Shirt,,18.0,,22.0,,,Semarang - Tiktok,Jeff,JNE,2.0
924,925,2018/01/11,20:56:26,Loraine Meaddowcroft,53645-1321,T-Shirt,,4.0,,17.0,,,Bali - Whatsapp,Mark,SiCepat,5.0
925,926,2018/01/13,5:33:08,Aldis Laurant,58118-0622,Cargo Pants,,,,,,,Bogor - Instagram,Jeff,POS Indonesia,3.0
926,927,2018/01/11,9:42:51,Mick Liversley,36987-2740,Oversized T-Shirt,,23.0,,,,,Tangerang - Lazada,Mark,Shopee Express,2.0
927,928,2018/01/19,16:55:39,Salomo McKean,64205-157,T-Shirt,,1.0,,13.0,,,Depok - Shopee,Abraham,Wahana,3.0
928,929,2018/01/29,10:30:05,Sharai Slarke,63629-4546,Oversized T-Shirt,,1.0,,28.0,,,Depok - Website,Elon,,3.0
929,930,2018/01/26,9:04:38,Harli Lownie,33342-076,Sweater,,4.0,,11.0,,,Bandung - Tiktok,Elon,Tiki,5.0
930,931,2018/01/20,17:34:30,Leland Galer,0093-4148,Oversized T-Shirt,,7.0,,25.0,,,Jakarta - Instagram,Rizal,JNE,5.0
931,932,2018/01/20,8:02:28,Anatol Duckerin,0093-4155,Oversized T-Shirt,,5.0,,,,,Jakarta - FB Marketplace,Wanokuni,JNE,4.0
932,933,2018/01/07,8:28:47,Netta Stirrip,54868-6021,Oversized T-Shirt,,6.0,,,,,Bogor - Shopee,Nami,,4.0
933,934,2018/01/01,20:41:21,Chen Phillips,66336-444,Oversized T-Shirt,,,,,,,Jakarta - Whatsapp,Rizal,JNE,3.0
934,935,2018/01/30,1:30:15,Berkley Howick,64058-114,Oversized T-Shirt,,20.0,,27.0,,,Tangerang - Website,Abraham,JNT,2.0
935,936,2018/01/27,13:20:29,Maximo Dytham,49614-229,T-Shirt,,10.0,,,,,Bandung - Shopee,Abraham,JNT,4.0
936,937,2018/01/02,19:41:52,Corrie Bugler,60977-002,Mug,,14.0,,,,,Bandung - Website,Rizal,JNT,1.0
937,938,2018/01/24,12:56:36,Seymour Maciejewski,57520-0070,Oversized T-Shirt,,10.0,,,,,Bandung - Lazada,Rizal,Tiki,1.0
938,939,2018/01/07,12:24:12,Mathian Rosenbush,0024-4200,Oversized T-Shirt,,7.0,,,,,Bali - Website,Nami,SiCepat,1.0
939,940,2018/01/13,5:44:54,Bebe Sutty,0131-3267,Oversized T-Shirt,,5.0,,,,,Jakarta - Website,Mark,SiCepat,1.0
940,941,2018/01/17,2:36:57,Jeramey Ellesworth,46414-2222,Parka Jackets,,24.0,,,,,Bogor - Website,Jeff,SiCepat,2.0
941,942,2018/01/30,11:38:44,Raphael Bednell,0007-4895,T-Shirt,,16.0,,,,,Bali - Lazada,Jeff,JNT,
942,943,2018/01/27,12:08:36,Claudelle Emes,51346-146,T-Shirt,,22.0,,29.0,,,Bali - Website,Rizal,POS Indonesia,3.0
943,944,2018/01/14,22:17:04,Annemarie Carnew,30142-617,T-Shirt,,8.0,,34.0,,,Bandung - Instagram,Rizal,POS Indonesia,3.0
944,945,2018/01/03,6:44:06,Maximilian Hellwing,49999-046,Parka Jackets,,10.0,,,,,Bogor - Shopee,Elon,Wahana,4.0
945,946,2018/01/18,12:59:56,Mick Liversley,66758-051,Mug,,6.0,,,,,Bali - Lazada,Mark,Shopee Express,1.0
946,947,2018/01/15,17:43:10,Netta Stirrip,41520-192,Oversized T-Shirt,,5.0,,,,,Bali - Tiktok,Elon,Shopee Express,3.0
947,948,2018/01/04,2:28:08,Halie Tudor,37000-767,Oversized T-Shirt,,9.0,,,,,,Abraham,SiCepat,5.0
948,949,2018/01/20,6:27:53,Bren Corkel,65597-113,Oversized T-Shirt,,1.0,,,,,Jakarta - FB Marketplace,Mark,JNT,2.0
949,950,2018/01/12,22:14:01,Illa Tremble,68382-142,T-Shirt,,15.0,,,,,Bali - Whatsapp,Mark,POS Indonesia,3.0
950,951,2018/01/27,17:55:36,Dario Eliez,10019-637,Parka Jackets,,,,,,,Yogyakarta - Shopee,Rizal,JNE,3.0
951,952,2018/01/18,20:37:38,Faber Wasiel,75949-3001,Parka Jackets,,16.0,,,,,Bogor - Tokopedia,Nami,JNT,
952,953,2018/01/16,15:09:05,Mariellen Gyrgorwicx,58232-9202,T-Shirt,,10.0,,,,,Bandung - Shopee,Nami,Tiki,5.0
953,954,2018/01/25,18:46:30,Kahaleel Brain,33342-037,T-Shirt,,16.0,,,,,Semarang - Instagram,Wanokuni,SiCepat,3.0
954,955,2018/01/20,14:09:26,Fianna Kilmartin,21695-222,T-Shirt,,6.0,,,,,Bandung - FB Marketplace,Mark,SiCepat,5.0
955,956,2018/01/16,2:55:40,Amabel McKendo,0065-8531,Sweater,,1.0,,,,,Yogyakarta - Instagram,Elon,Tiki,1.0
956,957,2018/01/10,22:11:09,Joscelin Rosenshine,55289-022,T-Shirt,,4.0,,,,,Semarang - FB Marketplace,Wanokuni,SiCepat,3.0
957,958,2018/01/07,14:09:28,Garret Misk,0093-3127,Oversized T-Shirt,,2.0,,30.0,,,Semarang - Whatsapp,Abraham,SiCepat,1.0
958,959,2018/01/07,11:30:59,Libbi Rainforth,0280-0921,Oversized T-Shirt,,4.0,,,,,Jakarta - Whatsapp,Nami,POS Indonesia,4.0
959,960,2018/01/12,21:39:20,Prudy Ollington,60760-292,Oversized T-Shirt,,2.0,,30.0,,,Tangerang - Tiktok,Elon,JNT,3.0
960,961,2018/01/14,14:16:39,Nixie Sivyour,55111-621,T-Shirt,,11.0,,,,,Bali - Shopee,Jeff,Shopee Express,4.0
961,962,2018/01/13,23:17:48,Thorvald Rawstron,0615-1342,T-Shirt,,18.0,,,,,Semarang - Tokopedia,Rizal,Tiki,4.0
962,963,2018/01/06,21:49:38,Benyamin Dericut,0268-6525,Oversized T-Shirt,,19.0,,,,,Depok - Tiktok,Abraham,Wahana,1.0
963,964,2018/01/08,23:08:07,Rene Abramovitz,54868-1857,T-Shirt,,6.0,,6.0,,,Bandung - FB Marketplace,Abraham,Wahana,4.0
964,965,2018/01/24,11:57:59,Silas Ghidini,43742-0074,T-Shirt,,17.0,,,,,Semarang - Whatsapp,Elon,Tiki,5.0
965,966,2018/01/26,14:42:51,Vernen Tal,63629-1337,T-Shirt,,19.0,,,,,Semarang - FB Marketplace,Rizal,SiCepat,3.0
966,967,2018/01/06,7:38:56,Chlo Jefferys,11822-2113,Oversized T-Shirt,,9.0,,,,,Bogor - Shopee,Mark,JNT,4.0
967,968,2018/01/25,5:17:57,Ailee Ayliff,43269-853,Oversized T-Shirt,,24.0,,,,,,Mark,Wahana,4.0
968,969,2018/01/18,6:55:48,Keven Lindell,0615-7570,T-Shirt,,18.0,,,,,Jakarta - Lazada,Wanokuni,Tiki,4.0
969,970,2018/01/23,7:30:28,Lurette Klais,63629-1360,Sweater,,17.0,,25.0,,,Bogor - Website,Wanokuni,SiCepat,2.0
970,971,2018/01/22,7:30:59,Robbert Jude,40032-123,T-Shirt,,4.0,,,,,Depok - FB Marketplace,Wanokuni,POS Indonesia,2.0
971,972,2018/01/16,5:42:33,Odie Elliott,54602-758,T-Shirt,,13.0,,,,,Semarang - Instagram,Nami,SiCepat,4.0
972,973,2018/01/08,18:17:41,Xylia Lanbertoni,35356-197,Oversized T-Shirt,,,,,,,Yogyakarta - Lazada,Mark,Wahana,4.0
973,974,2018/01/10,20:44:57,Clara Francescuzzi,0069-0301,Sweater,,18.0,,32.0,,,Tangerang - Tiktok,Wanokuni,Tiki,1.0
974,975,2018/01/30,23:24:40,Ellene Catt,10096-0298,Oversized T-Shirt,,2.0,,,,,Semarang - Tokopedia,Jeff,Shopee Express,5.0
975,976,2018/01/22,1:57:04,Philippine Clapston,43553-3256,Parka Jackets,,20.0,,29.0,,,Tangerang - Lazada,Rizal,JNE,2.0
